id,object,sdh_knuckle_joint,sdh_finger_12_joint,sdh_finger_13_joint,sdh_finger_22_joint,sdh_finger_23_joint,sdh_thumb_2_joint,sdh_thumb_3_joint,direction,qw,qx,qy,qz,pos-x,pos-y,pos-z,eps_l1,vol_l1,
58,hotpot2,0,-0.2783999892,0.47,-0.6213999925,1.0290000103,-0.4783999922,0.7510000068,TOP,1.0591447880152836e-16,-0.5222473604,0.8516835637,-0.0435063432,-10.9122349181,13.8437626302,274.6174521181,0.020917828,0.000119899,58
59,hotpot2,3.489207112697745e-16,-0.4593999913,0.9472,-0.6213999925,1.0282000038,-0.5543999926,0.9472,TOP,1.0591447880152836e-16,-0.5222473604,0.8516835637,-0.0435063432,-10.9122349181,13.8437626302,274.6174521181,0.008197595,0.000052074,59
60,hotpot2,0,-0.4823999924,1.0482000015,-0.3593999898,0.9472,-0.3523999895,0.9472,TOP,0.0307636303,0.9715158733,-0.2329465733,0.0307636303,-10.1987931994,12.6802783669,258.9768854465,0.008657463,0.000050087,60
61,hotpot2,0,-0.4823999924,1.0480000112,-0.2283999869,0.601000003,-0.1713999874,0.47,TOP,0.0307636303,0.9715158733,-0.2329465733,0.0307636303,-10.1987931994,12.6802783669,258.9768854465,0.006956327,0.000100092,61
62,hotpot2,0,0.2736000207,0.47,-0.1903999851,0.47,-0.8563999971,0.47,SIDE,-0.4948790508,0.6199980606,0.3546714748,0.4948790508,-57.9135653081,-242.0865191828,120.0916504344,0.003622327,0.000018517,62
63,hotpot2,0,-0.5283999913,0.9472,-0.4483999908,0.9472,-0.2663999887,0.9472,TOP,0.0307636303,0.2329465733,0.9715158733,-0.0307636303,-10.4896229358,13.1545649313,265.3526576553,0.007499606,0.000008247,63
64,hotpot2,0,-0.3273999883,0.47,-0.2423999875,0.47,-0.1093999845,0.47,TOP,0.0307636303,0.2329465733,0.9715158733,-0.0307636303,-12.7617302254,16.8599286728,315.1633774655,0.008320798,0.000011797,64
65,hotpot2,0,-0.1913999851,0.47,-0.4623999915,0.47,-0.36339999,0.47,TOP,1.0591447880152836e-16,-0.5222473604,0.8516835637,-0.0435063432,-13.1843422076,17.5491263718,324.4281719283,0.016536646,0.000060111,65
66,hotpot2,0,-0.6393999933,0.9472,-0.4983999899,0.9472,-0.2143999862,0.9472,SIDE,1.56984700436276e-16,0.1783575731,0.6841287951,0.7072173413,-54.5692807418,-238.3974835958,65.8720890461,0.006365605,0.000007094,66
67,hotpot2,0,-0.6263999927,0.9472,-0.4873999894,0.9472,-0.2263999868,0.9472,SIDE,0.712643256,0.6786068868,-0.1778546678,-3.8947363051056871e-16,33.2771884268,195.4741563253,63.6013849167,0.004902184,0.000006651,67
68,hotpot2,0,-0.6303999929,0.9472,-0.4983999899,0.9472,-0.2073999859,0.9472,SIDE,0.712643256,0.6786068868,-0.1778546678,-3.6999994898504027e-16,45.9518813826,243.8346184611,62.8153438907,0.00707652,0.000006454,68
69,hotpot2,0,-0.4913999896,0.8530000084,-0.2693999888,0.47,-0.0843999865,0.47,TOP,0.0307636303,0.2329465733,0.9715158733,-0.0307636303,-10.4896229358,13.1545649313,265.3526576553,0.009464387,0.000056337,69
70,hotpot2,0,-0.2433999876,0.47,-0.1183999849,0.47,-0.2393999874,0.47,SIDE,3.3105258593398341e-16,-0.1778546678,-0.6786068868,0.712643256,41.1101485366,225.360921403,63.1156115711,0.004259495,0.000010937,70
71,hotpot2,0,-0.6213999925,0.935000009,-0.3743999905,0.6500000053,-0.0463999847,0.47,SIDE,0.712643256,0.6786068868,-0.1778546678,-3.8947363051056871e-16,33.2771884268,195.4741563253,63.6013849167,0.0065805,0.000077186,71
72,hotpot2,0,-0.6263999927,0.95500001,-0.3743999905,0.6690000062,-0.0463999847,0.47,SIDE,1.1773852532720699e-16,0.1783575731,0.6841287951,0.7072173413,-41.9555238748,-190.0147088387,65.8877258253,0.007525609,0.000085259,72
73,hotpot2,0,-0.6263999927,0.9552000004,-0.4803999923,0.9472,-0.2263999868,0.9472,SIDE,1.3736161288174149e-16,0.1783575731,0.6841287951,0.7072173413,-41.9555238748,-190.0147088387,65.8877258253,0.006555235,0.000036294,73
74,hotpot2,0,-0.2503999879,0.47,-0.1233999851,0.47,-0.2353999872,0.47,SIDE,0.7072173413,-0.6841287951,0.1783575731,1.1773852532720704e-16,-49.7003704518,-219.7217320051,65.878124843,0.005485356,0.000008454,74
75,hotpot2,0,-0.2953999868,0.47,-0.2073999859,0.47,-0.1473999863,0.47,TOP,0.0307636303,0.9715158733,-0.2329465733,0.0307636303,-12.470900489,16.3856421085,308.7876052566,0.00510441,0.000006934,75
76,hotpot2,0,-0.4683999917,0.9472,-0.3863999878,0.9472,-0.3283999884,0.9472,TOP,0.0307636303,0.9715158733,-0.2329465733,0.0307636303,-12.470900489,16.3856421085,308.7876052566,0.005634679,0.000007836,76
77,hotpot2,0,-0.4703999918,0.47,-0.3223999881,0.47,-0.0383999844,0.47,SIDE,1.1773852532720699e-16,0.1783575731,0.6841287951,0.7072173413,-54.5692807418,-238.3974835958,65.8720890461,0.006204059,0.000009545,77
78,hotpot2,0,-0.4233999896,0.9472,-0.2973999869,0.9472,-0.4163999893,0.9472,SIDE,3.3105258593398341e-16,-0.1778546678,-0.6786068868,0.712643256,41.1101485366,225.360921403,63.1156115711,0.007019702,0.000008712,78
79,hotpot2,0,-0.4293999899,0.9472,-0.3033999872,0.9472,-0.4123999891,0.9472,SIDE,0.7072173413,-0.6841287951,0.1783575731,1.1773852532720704e-16,-49.7003704518,-219.7217320051,65.878124843,0.008232962,0.000008241,79
80,hotpot2,0,-0.4603999914,0.47,-0.3223999881,0.47,-0.0323999841,0.47,SIDE,0.712643256,0.6786068868,-0.1778546678,-4.2842099356162557e-16,45.9518813826,243.8346184611,62.8153438907,0.005180532,0.000011945,80
81,hotpot2,0,-0.4353999902,0.9472,1.0986000338,1.5707963268,-0.3943999882,0.9472,SIDE,0.6998646653,-0.6891954379,0.187614228,-7.9316979382563526e-17,-51.3483364278,-217.9693408625,119.5821778902,0.000085694,0.000002115,81
