id;object;sdh_knuckle_joint;sdh_finger_12_joint;sdh_finger_13_joint;sdh_finger_22_joint;sdh_finger_23_joint;sdh_thumb_2_joint;sdh_thumb_3_joint;direction;qw;qx;qy;qz;pos-x;pos-y;pos-z;eps_l1;vol_l1;
92;yellowsaltcube;0;0.1366000174;0.9472;-0.9854;1.5707963268;0.0216000152;1.1282000053;SIDE;0.6952047994;0.69978625;-0.1642847868;-2.59508049512283e-16;22.675774804;137.5475301519;136.0455280068;0.007342366;0.000023618;92
93;yellowsaltcube;0;-0.9854;1.5707963268;-0.6663999946;1.3932000081;-0.1453999862;0.9472;SIDE;0.709734016;-0.678587013;0.189201724;1.173210315034381e-16;-57.2531716576;-151.7583868055;91.4582242901;0.010600191;0.00007288;93
94;yellowsaltcube;0;-0.5573999927;1.0362000042;-0.3743999905;0.9472;-0.342399989;0.9472;SIDE;-0.4853206988;0.601233856;0.4092010376;-0.4853206988;161.6616499647;-26.9501543755;100.6121482315;0.004644389;0.000059093;94
95;yellowsaltcube;0;-0.5293999914;0.9472;-0.2353999872;0.9472;-0.5703999933;1.0942000037;SIDE;-0.4931554895;-0.2786752925;0.6602540478;0.4931554895;148.6427889092;-78.9490380126;53.1528077456;0.007082025;0.000042883;95
96;yellowsaltcube;0;-0.9854;1.5707963268;-0.3803999908;1.5667963299;-0.5243999911;1.5707963268;SIDE;0.7069822607;-0.6952918143;0.1294039258;9.8148062397624534e-17;-22.0616670317;-139.9620802534;92.4523322793;0.008558779;0.000058422;96
97;yellowsaltcube;0;-0.5373999918;0.9472;-0.2963999868;0.9472;-0.4753999921;0.9812000016;SIDE;0.5048235143;0.6296120074;0.3064231698;0.5048235143;-157.4437912266;65.9607157437;55.0986906505;0.015699338;0.000136265;97
98;yellowsaltcube;0;-0.9854;1.5707963268;-0.5573999927;1.5707963268;-0.542399992;1.5707963268;SIDE;0.5155366319;-0.3672042126;0.5775855162;-0.5155366319;-145.1175999393;25.4249978064;84.8601709666;0.003392101;0.000026996;98
99;yellowsaltcube;0;-0.4823999924;0.9472;-0.0823999864;1.5707963268;-0.9854;1.5707963268;SIDE;0.6591298789;0.181860487;-0.313085242;-0.6591298789;93.1725147996;-45.7090865983;-83.4700305763;0.003747228;0.000027111;99
100;yellowsaltcube;0;-0.3763999906;0.9472;-0.6863999923;0.9472;-0.9854;0.9472;SIDE;1.1680368310264006e-16;0.68814442;-0.1351399806;0.7128775792;-197.026927722;27.1536335971;89.6168003043;0.007571567;0.000039132;100
101;yellowsaltcube;0;-0.5363999917;0.9502000001;-0.2943999867;0.9472;-0.4763999921;0.9872000019;SIDE;0.5048235143;0.6296120074;0.3064231698;0.5048235143;-157.0793137364;65.8954544097;46.5492619129;0.01143598;0.000125675;101
102;yellowsaltcube;0;-0.9854;1.5707963268;-0.7923999941;1.5707963268;-0.0843999865;0.9472;SIDE;1.1885300614873203e-16;0.2352257323;0.700585787;-0.673682722;55.8546545549;140.9219945699;103.4895140493;0.01384639;0.000050702;102
103;yellowsaltcube;0;-0.5303999914;0.9472;-0.2923999866;0.9472;-0.4013999886;0.9472;SIDE;1.5622521916054067e-16;0.230927565;0.6645609828;0.7106554438;-68.0991716273;-158.8831220278;47.9184430812;0.003298482;0.000015249;103
104;yellowsaltcube;0;-0.9854;1.5707963268;-0.2453999877;1.5707963268;-0.8083999949;1.5707963268;SIDE;0.5048235143;0.6296120074;0.3064231698;0.5048235143;-133.5377412167;57.7671557683;47.0321951306;0.000235269;0.000012363;104
105;yellowsaltcube;0;-0.5243999911;1.0012000026;-0.2863999864;0.9472;-0.4793999923;1.0182000034;SIDE;0.5047525232;0.6201470577;0.3253727208;0.5047525232;-157.4529453684;60.9403171811;46.6129775155;0.010089502;0.000090858;105
106;yellowsaltcube;0;-0.9854;1.5707963268;-0.1173999848;1.5637963297;-0.9053999962;1.5707963268;SIDE;-0.4931554895;-0.2786752925;0.6602540478;0.4931554895;125.6575747237;-69.607899076;52.4779357495;0.004624831;0.000065537;106
107;yellowsaltcube;0;-0.6343999931;0.9732000012;-0.5023999901;0.9472;-0.2863999864;0.9472;SIDE;0.5075928401;0.5706768652;0.3987818112;0.5075928401;-171.6143817;24.9049048973;44.8462828893;0.012210476;0.000096953;107
108;yellowsaltcube;0;-0.9854;1.5707963268;-0.7823999969;1.5707963268;-0.1613999869;1.4282000098;SIDE;0.5075928401;0.5706768652;0.3987818112;0.5075928401;-147.1870200574;20.5736809371;45.6058236652;0.012371472;0.000083652;108
109;yellowsaltcube;0;-0.9854;1.5707963268;-0.7323999945;1.5707963268;-0.1063999843;0.9472;SIDE;2.71930169732306e-16;0.1211853375;0.6890794898;0.7144813299;-22.6066278358;-150.2235429719;46.83413639;0.007866265;0.000036119;109
110;yellowsaltcube;0;-0.4953999898;1.0862000033;-0.2973999869;0.9472;-0.4283999898;1.0392000044;SIDE;0.5040805704;-0.3910331891;0.5821499825;-0.5040805704;-165.3561971412;20.9340352206;90.1458335499;0.016548634;0.000133226;110
111;yellowsaltcube;0;-0.4843999925;0.9922000021;-0.3303999884;0.9472;-0.3253999882;0.9472;SIDE;0.7069822607;-0.6952918143;0.1294039258;1.1777767487714945e-16;-26.6195135028;-164.4515485733;92.4611047358;0.011503905;0.000076275;111
112;yellowsaltcube;0;-0.0203999835;0.9472;-0.7563999956;1.5707963268;-0.9323999975;0.9472;SIDE;0;-0.3499794813;0.0927899141;0.9321504141;80.9779060343;-42.4759350555;-69.6803844848;0.008276805;0.00013562;112
113;yellowsaltcube;0;-0.9854;1.5707963268;-0.1123999846;1.479200009;-0.8513999969;1.5707963268;SIDE;-0.4795707752;-0.304685284;0.6687231272;0.4795707752;128.0787505335;-66.6301091779;58.7608571944;0.004723153;0.00010013;113
114;yellowsaltcube;0;-0.5623999929;1.0342000041;-0.390399988;0.9472;-0.3933999882;0.9472;SIDE;0.5155366319;-0.3672042126;0.5775855162;-0.5155366319;-169.3836124045;30.828438571;83.2880491693;0.004602133;0.000065017;114
115;yellowsaltcube;0;-0.4193999894;1.5707963268;-0.3443999891;0.9472;-0.9854;1.5707963268;TOP;0.2690159897;0.7841089754;0.4903406054;0.2690159897;-97.5744362438;36.7044318088;220.7349277489;0.006515112;0.000061899;115
116;yellowsaltcube;0;-0.9854;1.5707963268;-0.1363999858;1.0032000027;-0.5803999938;1.5707963268;SIDE;0.6963243618;0.6747148721;-0.2447288799;1.1958037291215065e-16;56.880340928;135.8666261471;52.7760890629;0.004361916;0.000039119;116
117;yellowsaltcube;0;-0.5073999903;0.9822000017;-0.2543999881;0.9472;-0.5403999919;1.0002000025;SIDE;-0.4795707752;-0.304685284;0.6687231272;0.4795707752;151.3356345708;-75.327779966;60.7548400769;0.01029516;0.000124952;117
118;yellowsaltcube;0;-0.9854;1.5707963268;-0.8343999961;1.5707963268;-0.0603999854;1.3292000084;SIDE;0.5034499343;0.5540345823;0.4314186005;0.5034499343;-149.3474999451;9.2546583176;47.6271201583;0.007805697;0.000057015;118
119;yellowsaltcube;0;-0.5343999916;0.9472;-0.2373999873;0.9472;-0.5713999934;1.0942000037;SIDE;-0.4922560501;-0.2763432059;0.6625725582;0.4922560501;148.8094077367;-79.6134629872;49.4676093903;0.007945656;0.000066501;119
